index,long,lat,name,info,a,b,c,d,e
456,-79.93301301263,40.360985985025,Hot Metal H-D,412-464-9453,1122 Lebanon Rd,West Mifflin,PA,15122,USA
457,-86.24936998820999,43.238939009606,Hot Rod H-D,231-722-0000,149 Shoreline Dr,Muskegon,MI,49440,USA
458,-149.933159966,61.182109974324,House of H-D Anchorage,907-248-5300,4334 Spenard Rd,Anchorage,AK,99517,USA
459,-87.99225599504999,42.95916700735601,House of H-D Greenfield,414-282-2211,6221 W Layton Ave,Greenfield,WI,53220,USA
460,-87.87022101692,42.720169024541,House of H-D Racine,262-884-0123,1155 Oakes Rd,Racine,WI,53406,USA
461,-121.6258560027,37.122199991717,House of Thunder H-D,408-776-1900,16175 Condit Rd,Morgan Hill,CA,95037,USA
462,-73.998249,41.098195000000004,Hudson Valley H-D,845-627-5500,33 NY-304,Nanuet,NY,10954,USA
463,-86.824051,40.415337,Hunter's Moon H-D,765-588-6721,225 Progress Dr,Lafayette,IN,47905,USA
464,-118.0010889843,33.742917040362,Huntington Beach H-D,714-891-4300,15080 Goldenwest Cir,Westminster,CA,92683,USA
465,-88.95094497129,38.314458997920006,I-57 Roadhouse H-D,618-244-4116,205 N 44th St,Mount Vernon,IL,62864,USA
466,-87.86538801155001,41.779959965497,Illinois H-D,708-387-8750,9950 Joliet Rd,Countryside,IL,60525,USA
467,-86.08451798558,39.664791980758,Indianapolis Southside H-D,317-885-5180,4930 Southport Crossing Pl,Indianapolis,IN,46237,USA
468,-86.36897002346001,39.672539960592,IndyWest H-D,317-279-0062,6201 Cambridge Way,Plainfield,IN,46168,USA
469,-90.32854998484001,40.94616997987,Iron Eagle H-D,309-342-3910,131 S Soangetaha Rd,Galesburg,IL,61401,USA
470,-97.48870896174999,35.621062992140004,Iron Nation H-D,405-478-4024,3433 S Broadway,Edmond,OK,73013,USA
471,-121.9418099988,38.379040975123,Iron Steed H-D,707-455-7000,100 Auto Center Dr,Vacaville,CA,95687,USA
472,-88.10821803286,43.00847799517201,Iron Town H-D,262-860-2060,1925 S Moorland Rd,New Berlin,WI,53151,USA
473,-76.43551102839001,40.235546026378,Iron Valley H-D,717-664-0888,3091 Lebanon Rd,Manheim,PA,17545,USA
474,-96.76261302083,43.601668970659,J & L H-D,605-334-2721,2601 W 60th St N,Sioux Falls,SD,57107,USA
475,-65.54154703393,47.006295025347995,JH Stewart,506-622-3405,564 Water St,Miramichi,NB,E1V 3G5,CAN
476,-120.4241390246,37.954442007467,Jamestown H-D,209-984-4888,18275 CA-108,Jamestown,CA,95327,USA
477,-98.6759760417,29.729127958416,Javelina H-D,830-755-5202,29078 W I-10 Frontage Rd,Boerne,TX,78006,USA
478,-84.5259139873,40.670104036107,Jim's H-D Sales,419-795-4185,7172 OH-707,Mendon,OH,45862,USA
479,-82.68385699018,39.771223962305996,Joe Carson H-D,740-756-1900,2930 Helena Dr,Carroll,OH,43112,USA
480,-114.0364819765,51.041126959025,Kane's H-D Calgary,403-269-8577,914 11th St SE,Calgary,AB,T2G 3E8,CAN
481,-159.3962579872,21.966484989970002,Kauai H-D,808-212-9495,3-1866 Kaumauli'i Hwy,Lihue,HI,96766,USA
482,-88.97777401841999,42.240329040214,Kegel H-D,815-332-7125,7125 Harrison Ave,Rockford,IL,61112,USA
483,-150.9865800384,60.50119601189999,Kenai Peninsula H-D,907-260-6777,41605 Sterling Hwy,Soldotna,AK,99669,USA
484,-99.77718302048001,32.414076011627,Kents H-D Sales,866-673-7103,3106 S Clack St,Abilene,TX,79606,USA
485,-86.77220201118999,41.157425036653,Kersting's H-D,574-896-2974,8774 W 700 N,Winamac,IN,46996,USA
486,-75.68527998402,40.821049958467,Keystone H-D,610-379-4055,770 State Rd,Parryville,PA,18244,USA
487,-84.32577802799,34.059865968301004,Killer Creek H-D,770-777-1000,11480 Alpharetta Hwy,Roswell,GA,30076,USA
488,-83.990659,36.007145,Knoxville H-D,865-689-2454,5810 Clinton Hwy,Knoxville,TN,37912,USA
489,-70.19738998264,44.130820026620995,L-A H-D,207-786-2822,839 Main St,Lewiston,ME,04240,USA
490,-91.21934202499,43.871326027438,LaCrosse Area H-D,608-783-6112,1116 Oak Forest Dr,Onalaska,WI,54650,USA
491,-71.49937204085,43.648438984528,Laconia H-D,603-279-4526,239 Daniel Webster Hwy,Meredith,NH,03253,USA
492,-117.9642599914,34.069052031263,Laidlaw's H-D Sales,626-851-0412,1919 Puente Ave,Baldwin Park,CA,91706,USA
493,-82.05214203335,41.466932008042,Lake Erie H-D,440-934-5000,38401 Chester Rd,Avon,OH,44011,USA
494,-87.90428096428002,42.280548010021,Lake Shore H-D,847-662-4500,14000 Rockland Rd,Libertyville,IL,60048,USA
495,-92.68548600375,38.097348008304,Lake of the Ozarks H-D Shop,573-302-7600,6482 Osage Beach Pkwy,Osage Beach,MO,65065,USA
496,-81.95301999336999,28.095459993928,Lakeland H-D,863-802-1971,4202 Lakeland Hills Blvd,Lakeland,FL,33805,USA
497,-76.27017002551999,39.988880027084996,Lancaster H-D,717-464-2703,308 Beaver Valley Pike,Willow Street,PA,17584,USA
498,-121.918310998,37.317169010639,Lane Splitter H-D,408-998-1464,1551 Parkmoor Ave,San Jose,CA,95128,USA
499,-99.482184,27.609207,Laredo H-D,956-717-8763,418 Crossroads St,Laredo,TX,78045,USA
500,-77.72609001024999,41.777979992329996,Larry's H-D,814-435-6548,1913 US 6 W,Galeton,PA,16922,USA
501,-115.1724349614,36.082710977642996,Las Vegas H-D,888-218-0744,5191 S Las Vegas Blvd,Las Vegas,NV,89119,USA
502,-122.58113002399999,45.38330996409,Latus Motors H-D,503-249-8653,870 E Berkeley,Gladstone,OR,97027,USA
503,-123.0214159749,44.010702995583,Latus Motors H-D Eugene,541-747-1033,86441 College View Rd,Eugene,OR,97405,USA
504,-122.2185879852,47.44608300738,Lawless H-D Renton,425-988-2100,3715 E Valley Rd,Renton,WA,98057,USA
505,-89.55877100116999,37.227734019979,Lawless H-D Scott City,573-334-7716,2100 E Outer Rd,Scott City,MO,63780,USA
506,-88.51481803691999,39.147601984440996,Legacy H-D Effingham,217-342-3494,1315 Althoff Ave,Effingham,IL,62401,USA
507,-102.2447510249,31.908424962311003,Legacy H-D Odessa,432-561-8991,12100 W Hwy 80 E,Odessa,TX,79765,USA
508,-92.45780501514,41.009212033823,Lentner Cycle Co,641-682-0493,2021 Albia Rd,Ottumwa,IA,52501,USA
509,-73.47245302051,45.441937018184994,Leo H-D,450-443-4488,8705 Blvd Taschereau,Brossard,QC,J4Y 1A4,CAN
510,-84.12039399147,40.691269012168,Lima H-D,419-331-3027,3255 Ft Shawnee Ind Dr,Lima,OH,45806,USA
511,-121.70409402809999,37.715599006041,Livermore H-D,925-606-0100,7576 Southfront Rd,Livermore,CA,94551,USA
512,-95.82299295812,41.054094024002,Loess Hills H-D,712-622-4000,57408 190th St,Pacific Junction,IA,51561,USA
513,-95.2667370066,32.335213031619,Lone Star H-D,903-597-1488,1211 SSE Loop 323,Tyler,TX,75701,USA
514,-117.1492120251,47.666051974519995,Lone Wolf H-D,509-927-7433,19011 E Cataldo,Spokane Valley,WA,99016,USA
515,-97.05376999452,32.677789963781,Longhorn H-D,972-988-1903,2830 W I-20,Grand Prairie,TX,75052,USA
516,-78.40948996134,44.265938987954996,Longley H-D,705-745-0421,2241 Davis Rd,Cavan Monaghan,ON,K9J 0G5,CAN
517,-117.974503,33.859279,Los Angeles H-D of Anaheim,714-871-6563,2635 W Orangethorpe Ave,Fullerton,CA,92833,USA
518,-80.01948902383,32.853847984224,Low Country H-D,843-554-1847,4707 Dorchester Rd,Charleston,SC,29405,USA
519,-94.68348001129,31.626120032742,Lumberjack H-D,936-715-0100,2518 NW Stallings Dr,Nacogdoches,TX,75964,USA
520,-77.63496003113,39.926399979740005,M & S H-D,717-709-9650,160 Falling Spring Rd,Chambersburg,PA,17202,USA
521,-78.88875997625,43.873450001701,Mackie H-D,905-434-6550,880 Champlain Ave,Oshawa,ON,L1J 7A6,CAN
522,-97.66398997977,26.146779991686,Mad Boar H-D,956-399-4244,3515 W Expressway 83,San Benito,TX,78586,USA
523,-82.65994702465,41.404371997341,Mad River H-D,419-502-2244,5316 Milan Rd,Sandusky,OH,44870,USA
524,-101.2858100049,48.211220009252,Magic City H-D,701-839-6330,515 20th Ave SE,Minot,ND,58701,USA
525,-84.40972396172,38.016688032075,Man O' War H-D,859-253-2461,2073 Bryant Rd,Lexington,KY,40509,USA
526,-82.47544398531001,27.494659004732,Manatee River H-D,941-745-2429,624 67th St Cir E,Bradenton,FL,34208,USA
527,-71.43936599604,42.959260968491,Manchester H-D,603-622-2461,115 John Devine Dr,Manchester,NH,03103,USA
528,-95.39226002990999,29.814350036904003,Mancuso H-D Central,713-880-5666,535 N Loop W Fwy,Houston,TX,77018,USA
529,-95.61123297549,29.914637999609,Mancuso H-D Crossroads,281-970-9700,12710 Crossroads Park Dr,Houston,TX,77065,USA
530,-85.96254603937,39.312466979026,Mann's H-D,812-526-3485,3250 W Market Place Dr,Edinburgh,IN,46124,USA
531,-119.789481014,36.751546030864,Mathews H-D,559-233-5279,548 Blackstone Ave,Fresno,CA,93701,USA
532,-156.4571690373,20.879445020109,Maui H-D,808-877-7433,150 Dairy Rd,Kahului,HI,96732,USA
533,-96.91840200684,32.965315980836,Maverick H-D,972-245-1492,1845 N I-35E,Carrollton,TX,75006,USA
534,-86.21788303366999,41.657646037638,McDaniel's H-D,574-289-6650,1910 Lincoln Way E,South Bend,IN,46613,USA
535,-73.50205102935,43.384387996047,McDermott's H-D,518-746-9303,4294 US 4,Fort Ann,NY,12827,USA
536,-90.732596023,42.492449982090996,McGrath Dubuque H-D,563-557-3735,145 N Crescent Ridge,Dubuque,IA,52003,USA
537,-91.62773097864999,41.696180999279,McGrath Hawkeye H-D,319-545-7495,120 Westcor Dr,Coralville,IA,52241,USA
538,-122.067155,37.986129,McGuire H-D,925-945-6500,93 1st Ave N,Pacheco,CA,94553,USA
539,-88.23461998254,42.340019959956,McHenry H-D,815-344-9300,1903 W SR 120,McHenry,IL,60051,USA
540,-80.31986701301999,40.747498003765,McMahon's H-D,724-846-6251,613 7th Ave,Beaver Falls,PA,15010,USA
541,-91.72212998382,41.955729983747,Metro H-D,319-362-9496,2415 Westdale Dr SW,Cedar Rapids,IA,52404,USA
542,-92.25024998188,38.961519962176,Mid America H-D,573-875-4444,5704 Freedom Dr,Columbia,MO,65202,USA
543,-83.73207399620999,39.892834983766,Mid-Ohio H-D,937-322-3590,2100 Quality Ln,Springfield,OH,45505,USA
544,-118.790324,55.192482,Mighty Peace H-D,780-882-8883,12401 99th St,Grande Prairie,AB,T8V 6Y5,CAN
545,-90.75573896056999,29.613492982462002,Mike Bruno's Bayou Country H-D,985-772-6240,1740 Martin Luther King Blvd,Houma,LA,70360,USA
546,-89.75145997479,30.281671984120997,Mike Bruno's Northshore H-D,985-288-2443,791 W I-10 Service Rd,Slidell,LA,70458,USA
547,-72.1116620209,41.345488037914,Mike's Famous H-D New London,860-574-9200,951 Bank St,New London,CT,06320,USA
548,-52.82556298188,47.533046007156,Mile 1 H-D,709-364-9051,12 Allston St,Mount Pearl,NL,A1N 0A4,CAN
549,-104.7943480219,39.764808034524,Mile High H-D Aurora,888-747-2464,16565 E 33rd Dr,Aurora,CO,80011,USA
550,-104.769359,39.543141,Mile High H-D of Parker,720-842-1500,6280 E Pine Ln,Parker,CO,80138,USA
551,-88.05368000640999,43.119409969076,Milwaukee H-D,414-461-4444,11310 W Silver Spring Rd,Milwaukee,WI,53225,USA
552,-82.53257503733,37.467339020222,Mineshaft H-D,606-433-0911,114 Harley Dr,Pikeville,KY,41501,USA
553,-71.03421497158001,41.638939976692,Minuteman H-D,508-999-1200,799 State Rd,Dartmouth,MA,02747,USA
554,-73.72905601747,40.776386987417,Miracle Mile H-D,516-466-8800,215 Northern Blvd,Great Neck,NY,11021,USA
555,-88.81550699472,43.490054039284,Mischler's H-D,920-887-8425,N8131 Kellom Rd,Beaver Dam,WI,53916,USA
556,-88.9342250023,30.444939974695,Mississippi Coast H-D,228-388-8700,941 Cedar Lake Rd,Biloxi,MS,39532,USA
557,-121.03009597389999,37.644190974533,Mitchell's Modesto H-D,209-522-1061,500 N Carpenter Rd,Modesto,CA,95351,USA
558,-88.12375003471001,30.662391018122,Mobile Bay H-D,251-471-2174,3260 Pleasant Valley Rd,Mobile,AL,36606,USA
559,-72.23124898038,42.875603958964,Monadnock H-D,603-352-1472,588 Monadnock Hwy,Swanzey,NH,03446,USA
560,-71.00876701064,42.040105992928,Monty's H-D,508-583-1172,751 N Main St,West Bridgewater,MA,02379,USA
561,-74.07776196486999,41.488369982689,Moroney's H-D Sales,845-564-5400,833 Union Ave,New Windsor,NY,12553,USA
562,-114.01936504049999,35.217703012749,Mother Road H-D,928-757-1166,2501 Beverly Ave,Kingman,AZ,86409,USA
563,-83.43505,42.475274,Motor City H-D,248-473-7433,24800 Haggerty Rd,Farmington Hills,MI,48335,USA
564,-76.51186798699,44.26885899156299,Motosport Plus,613-544-4600,295 Dalton Ave,Kingston,ON,K7K 6Z1,CAN
565,-83.26897996477,42.203849991783,Motown H-D,734-947-4647,14100 Telegraph Rd,Taylor,MI,48180,USA
566,-85.00014999881,34.757110979408004,Mountain Creek H-D,706-370-7433,1001 Market St,Dalton,GA,30720,USA
567,-82.16960300691,37.779225027188,Mountain State H-D,304-475-0123,US 119 Preece Bottom Rd,Delbarton,WV,25670,USA
568,-121.98510797690001,49.144738968461,Mountainview H-D,604-792-7820,44768 Yale Rd W,Chilliwack,BC,V2R 0G5,CAN
569,-85.79322899691,33.611684013158005,Mt. Cheaha H-D,256-832-8888,231 Davis Loop Rd,Oxford,AL,36203,USA
570,-95.97591801546,36.093859998509004,Myers-Duren H-D,918-743-4440,4848 S Peoria,Tulsa,OK,74105,USA
571,-78.94127301870999,33.647428974509,Myrtle Beach H-D,843-369-5555,4710 S Kings Hwy,Myrtle Beach,SC,29575,USA
572,-81.7444700282,26.212440971284998,Naples H-D,239-594-5504,3645 Gateway Ln,Naples,FL,34109,USA
573,-84.10664096474,41.417251965031,Napoleon H-D,419-592-7123,862 American Rd,Napoleon,OH,43545,USA
574,-87.70361602306,34.714312981814,Natchez Trace H-D,256-383-5814,595 US 72 W,Tuscumbia,AL,35674,USA
575,-80.70748896338,40.38064003922,Neidengard's H-D,740-266-6188,284 Canton Rd,Wintersville,OH,43953,USA
576,-80.18779898061999,40.968775972722995,New Castle H-D,724-924-2310,4655 US 422,New Castle,PA,16101,USA
577,-90.19875001161999,29.977110000327002,New Orleans H-D,504-736-9600,6015 Airline Dr,Metairie,LA,70003,USA
578,-81.01072995923,38.126760022714,New River Gorge H-D,304-658-3300,25385 Midland Tr,Hico,WV,25854,USA
579,-77.47886803931999,34.719130983576,New River H-D,910-346-9997,2394 Wilmington Hwy,Jacksonville,NC,28540,USA
580,-74.00299999862,40.717920027673,New York City H-D,212-233-4369,374 Broadway,New York,NY,10013,USA
581,-83.18849701434,40.124025978147,No Cages H-D,614-764-2453,7610 Commerce Pl,Plain City,OH,43064,USA
582,-77.71031904034001,40.789333004504,No.1 Cycle Center H-D,814-364-1340,107 Yearicks Blvd,Centre Hall,PA,16828,USA
583,-122.3422799818,48.460030015558004,North Cascades H-D,360-757-1515,1337 Goldenrod Rd,Burlington,WA,98233,USA
584,-69.66287098824,44.34119498357099,North Country H-D,207-622-7994,3099 N Belfast Ave,Augusta,ME,04330,USA
585,-73.50341099314001,44.696165984496005,North End H-D,518-563-4360,568 SR 3,Plattsburgh,NY,12901,USA
586,-122.769342,47.061929,Northwest H-D,800-694-6447,8000 Freedom Ln NE,Lacey,WA,98516,USA
587,-89.69609599559999,45.931876022368,Northwoods H-D,715-358-5054,1700 US 51,Arbor Vitae,WI,54568,USA
588,-74.47617100551,41.571922972798,O'Toole's H-D,845-888-2426,4 Sullivan St,Wurtsboro,NY,12790,USA
589,-122.19996901219999,37.73056003265,Oakland H-D,510-635-0100,151 Hegenberger Rd,Oakland,CA,94621,USA
590,-71.65584599599,41.572789996862,Ocean State H-D Shop,401-392-1162,435 Nooseneck Hill Rd,Exeter,RI,02822,USA
591,-106.33783701799999,42.858567992225,Oil City H-D,307-265-3211,831 N Glenn Rd,Casper,WY,82601,USA
592,-95.12692501768,43.391201980412,Okoboji H-D,712-332-7700,1005 Eastview Ave,Okoboji,IA,51355,USA
593,-77.498284,38.250696000000005,Old Dominion H-D,540-376-7833,5224 Jefferson Davis Hwy,Fredericksburg,VA,22408,USA
594,-94.39714003354,35.321805998681995,Old Fort H-D,479-648-9004,6304 S 36th St,Ft Smith,AR,72908,USA
595,-76.83683303184,39.052016017958,Old Glory H-D,301-575-0575,11800 Laurel Bowie Rd,Laurel,MD,20708,USA
596,-110.8309279661,32.206704961135,Old Pueblo H-D,520-579-6767,7503 E 22nd St,Tucson,AZ,85710,USA
597,-118.50501000879999,34.411628041416,Old Road H-D,661-964-0506,21130 Centre Pointe Pky,Santa Clarita,CA,91350,USA
598,-88.48299102857,43.776485966518,Open Road H-D,920-921-2344,24 S Rolling Meadows Dr,Fond du Lac,WI,54937,USA
599,-117.7411810029,33.644670993089,Orange County H-D,949-727-4464,8677 Research Dr,Irvine,CA,92618,USA
600,-81.42500996589001,28.505049990490004,Orlando H-D,407-423-0346,3770 37th St,Orlando,FL,32805,USA
601,-81.59848996438001,28.339692978188,Orlando H-D South,407-944-3700,7786 W Irlo Bronson Memorial Hwy,Kissimmee,FL,34747,USA
602,-75.81351002678001,36.100793005898,Outer Banks H-D,252-338-8866,8739 Hwy 158,Harbinger,NC,27941,USA
603,-94.29670002310999,39.034106992185,Outlaw H-D,816-224-5005,3100 NW Jefferson,Blue Springs,MO,64015,USA
604,-104.61650398549999,38.325839024037,Outpost H-D,719-542-6032,5001 N Elizabeth,Pueblo,CO,81008,USA
605,-120.5106130242,46.623427961021,Owens H-D,509-575-1916,1707 N 1st St,Yakima,WA,98901,USA
606,-92.6643879991,37.651845999062,Ozark H-D,417-532-2900,2300 Evergreen Pkwy,Lebanon,MO,65536,USA
607,-122.684999,45.529387,PDX Speed Shop H-D,971-808-5153,1313 NW Kearney St,Portland,OR,97209,USA
608,-80.09481903165,26.759414970874,Palm Beach H-D,561-659-4131,2955 45th St,West Palm Beach,FL,33407,USA
609,-116.54553302564,33.908101972192995,Palm Springs H-D,866-574-4035,19465 N Indian Canyon Dr,North Palm Springs,CA,92258,USA
610,-122.7805120311,45.442002983763,Paradise H-D,503-924-3700,10770 SW Cascade Ave,Tigard,OR,97223,USA
611,-95.52349397911999,33.674807036295,Paris H-D,855-727-4743,2875 NE Loop 286,Paris,TX,75460,USA
612,-77.28124598040999,38.863769033923,Patriot H-D,703-352-5400,9739 Fairfax Blvd,Fairfax,VA,22031,USA
613,-76.17058999836,43.056845013052,Performance H-D,315-471-1157,807 N Geddes St,Syracuse,NY,13204,USA
614,-85.53881996311,42.238522991538,Perry H-D,269-329-3450,5331 S Sprinkle Rd,Portage,MI,49002,USA
615,-100.3568890225,44.365747002884,Petersen Motors H-D,605-224-4242,422 S Fort St,Pierre,SD,57501,USA
616,-80.3647230193,25.583405038341,Peterson's H-D South,305-235-4023,19825 S Dixie Hwy,Miami,FL,33157,USA
617,-80.2058599703,25.953072030096997,Peterson's H-D of Miami,305-651-4811,19400 NW 2nd Ave,Miami,FL,33169,USA
618,-79.4291169662,43.841794990003,Pfaff H-D,866-977-1340,8779 Yonge St,Richmond Hill,ON,L4C 6Z1,CAN
619,-87.84907003864001,41.254190001636,Phantom H-D,815-468-8673,291 Cypress St,Manteno,IL,60950,USA
620,-94.15440103969999,36.356053976342004,Pig Trail H-D,479-636-9797,2409 Hudson Rd,Rogers,AR,72756,USA
621,-104.81526103799999,38.91377496533,Pikes Peak H-D,719-278-2300,5867 N Nevada Ave,Colorado Springs,CO,80918,USA
622,-84.20556401833001,40.150268040597,Piqua H-D,937-773-8733,1501 E Ash St,Piqua,OH,45356,USA
623,-98.33959300071,40.895281014963004,Platte River H-D,308-382-7020,2719 S Locust,Grand Island,NE,68801,USA
624,-68.00373997539,46.867585005238,Plourde's H-D,207-496-3211,11 Laurette St,Caribou,ME,04736,USA
625,-75.2938789688,40.947885001078,Pocono Mountain H-D,570-992-7500,4300 Manor Dr,Stroudsburg,PA,18360,USA
626,-79.69561800000001,43.448671000000004,Policaro H-D Oakville,905-825-7866,191 Wyecroft Rd,Oakville,ON,L6K 3S3,CAN
627,-117.690462023,34.095359975472,Pomona Valley H-D,909-981-9500,8710 Central Ave,Montclair,CA,91763,USA
628,-84.25957700237,39.355937037616,Powder Keg H-D,513-204-6962,2383 Kings Center Ct,Mason,OH,45040,USA
629,-104.61650499139999,50.457134032621,Prairie H-D,306-522-1747,1355 McIntyre St,Regina,SK,S4R 2M9,CAN
630,-71.36551799252,41.880548000335004,Precision H-D,401-724-0010,269 Armistice Blvd,Pawtucket,RI,02860,USA
631,-71.03590702638,46.454331027342995,Premont H-D Beauce,418-387-8066,1083 boul Vachon N,Sainte-Marie,QC,G6E 1M8,CAN
632,-73.78738400526,45.561468992382004,Premont H-D Laval,877-459-2950,4501 Autoroute 440 Ouest,Laval,QC,H7P 4W6,CAN
633,-63.674524035299996,44.638940971344006,Privateers H-D,902-444-4647,74 Hobson Lake Dr,Halifax,NS,B3S 0G4,CAN
634,-71.27698699012,46.828721975907,Prémont H-D,418-683-1340,1071 Pierre-Bertrand Blvd,Quebec,QC,G1M 2E8,CAN
635,-117.2553900349,34.063286036251995,Quaid H-D,909-796-8399,25160 Redlands Blvd,Loma Linda,CA,92354,USA
636,-84.51267502270001,39.328441964462,Queen City H-D,513-874-4343,5960 Dixie Hwy,Fairfield,OH,45014,USA
637,-71.15899703465,48.402265040203,RPM Moto Plus,418-699-7766,2510 rue Dubose,Jonquière,QC,G7S 1B4,CAN
638,-78.86251003481,35.995280016213,Raging Bull H-D,919-596-9511,300 Muldee St,Durham,NC,27703,USA
639,-60.25074499659,46.126974960789006,Ramsay's Cycle & Sport,902-539-1730,616 Keltic Dr,Sydney,NS,B1L 1B6,CAN
640,-119.16829900809999,46.191717032343,Rattlesnake Mountain H-D,509-735-1117,3305 W 19th Ave,Kennewick,WA,99338,USA
641,-94.78954603895001,38.891912028193005,Rawhide H-D,913-764-7433,725 N Rawhide Rd,Olathe,KS,66061,USA
642,-83.32188603468,43.018415998667,Ray C's H-D of Lapeer,810-664-4505,1491 S Lapeer Rd,Lapeer,MI,48446,USA
643,-98.55502501129999,33.949608989059,Red River H-D,940-264-7743,4514 Northwest Fwy,Wichita Falls,TX,76306,USA
644,-63.19359901361,46.256251987069,Red Rock H-D Cornwall,902-368-8324,18 Warren Grove Rd,Cornwall,PE,C0A 1H8,CAN
645,-115.2426230069,36.146014966070005,Red Rock H-D Las Vegas,702-876-2884,2260 S Rainbow Blvd,Las Vegas,NV,89146,USA
646,-122.3658600356,40.624849973246,Redding H-D,855-751-2245,1268 Twin View Blvd,Redding,CA,96003,USA
647,-106.6643699817,52.130735982208996,Redline H-D,306-934-2750,102 23rd St E,Saskatoon,SK,S7K 0J2,CAN
648,-86.85221197083,34.638401018455,Redstone H-D,256-340-7333,15100 Hwy 20 W,Madison,AL,35756,USA
649,-124.1444129683,40.803778963163,Redwood H-D,707-444-0111,2500 6th St,Eureka,CA,95501,USA
650,-90.07222602143,43.814726974814995,Reel Brothers H-D,608-847-7702,N4833 SR 58,Mauston,WI,53948,USA
651,-89.92496101185,41.250500958412,Reiman's H-D,866-777-9377,623 N Main St,Kewanee,IL,61443,USA
652,-95.58387301862,29.636143986135,Republic H-D,281-295-1000,12707 Southwest Fwy,Stafford,TX,77477,USA
653,-91.75015001556999,45.474038030951995,Rice Lake H-D,715-234-5400,2801 S Wisconsin Ave,Rice Lake,WI,54868,USA
654,-77.45298396795,37.72965202108,Richmond H-D,804-752-2800,12200 Harley Club Dr,Ashland,VA,23005,USA
655,-86.6129399836,33.641707990318,Riders H-D,205-655-1234,4750 Norrell Dr,Trussville,AL,35173,USA
656,-79.96056,36.062490000000004,Riding High H-D,336-273-1101,3036 NC68,High Point,NC,27265,USA
657,-117.40857300340001,33.932631025090004,Riverside H-D,888-495-2418,7688 Indiana Ave,Riverside,CA,92504,USA
658,-80.00659396870999,37.309630997477996,Roanoke Valley H-D,888-387-0389,1925 Peters Creek Rd,Roanoke,VA,24017,USA
659,-92.33826398849001,44.002771032974,Rochester H-D,507-288-9050,7180 US 14 E,Rochester,MN,55904,USA
660,-92.3805709742,34.670575959607,Rock City H-D,855-604-8247,10210 I-30,Little Rock,AR,72209,USA
661,-81.8020299822,41.419874997809,Rock-n-Roll City H-D,216-252-3111,4985 W 150th St,Cleveland,OH,44135,USA
662,-105.0260099954,39.567139036953,Rocky Mountain H-D,866-562-7803,2885 W County Line Rd,Littleton,CO,80129,USA
663,-83.57776198536,35.805158000439,Rocky Top H-D,865-774-3445,105 Waldens Main St,Pigeon Forge,TN,37863,USA
664,-81.20498802511999,42.927157022058,Rocky's H-D,519-438-1450,900 Wilton Grove Rd,London,ON,N6N 1C7,CAN
665,-76.53149999678,38.985679959878,Rommel H-D Annapolis,410-263-3345,30 Hudson St,Annapolis,MD,21401,USA
666,-75.59302900917,38.670617965981,Rommel H-D Delmarva,302-629-6161,22586 Sussex Hwy,Seaford,DE,19973,USA
667,-75.58844000101,39.277868997305,Rommel H-D Smyrna,302-659-6400,450 Stadium St,Smyrna,DE,19977,USA
668,-73.24694596229999,42.473909966647,Ronnie's H-D,413-443-0638,501 Wahconah St,Pittsfield,MA,01201,USA
669,-96.37345097958999,42.510005040094,Rooster's H-D,712-252-2750,1930 N US-75,Sioux City,IA,51105,USA
670,-82.44949000886999,27.332779979333,Rossiter's H-D,941-951-6103,330 Cattlemen Rd,Sarasota,FL,34232,USA
671,-94.73068797959999,32.544880975036996,Roughneck H-D,903-663-3838,3400 N 4th St,Longview,TX,75605,USA
672,-100.84373401469999,46.815096018835,Roughrider H-D,701-663-2220,3708 Memorial Hwy,Mandan,ND,58554,USA
673,-78.41476703993,40.437805959954,Roundhouse H-D,814-696-7433,495 Municipal Dr,Duncansville,PA,16635,USA
674,-83.27319103293,40.857233041897004,Route 30 H-D,419-294-4951,350 Tarhe Tr,Upper Sandusky,OH,43351,USA
675,-87.75943798944,43.715278040617,Route 43 H-D,920-458-0777,3736 S Taylor Dr,Sheboygan,WI,53081,USA
676,-93.55794900096001,41.348155997693,Route 65 H-D Shop,515-962-2160,1300 S Jefferson Way,Indianola,IA,50125,USA
677,-95.88632896541999,36.110949022694996,Route 66 H-D,918-622-1340,3637 S Memorial Dr,Tulsa,OK,74145,USA
678,-81.48509697988001,41.117877038195,Rubber City H-D,330-535-9900,1120 Main St,Cuyahoga Falls,OH,44221,USA
679,-71.437895,41.749578,Russ' Ocean State H-D,401-781-6866,35 Albany Rd,Warwick,RI,02888,USA
680,-81.438849,39.38169,S & P H-D,304-375-2530,80 Thunder Rd,Williamstown,WV,26187,USA
681,-111.83424999,41.774857984855,Saddleback H-D Shop,435-787-8100,2359 N Main St,Logan,UT,84341,USA
682,-122.988416003,44.969458021223,Salem H-D,503-363-0634,3601 Silverton Rd NE,Salem,OR,97305,USA
683,-117.22716399999999,32.822763,San Diego H-D,858-616-6999,4645 Morena Blvd,San Diego,CA,92117,USA
684,-117.1377589926,32.835066989064,San Diego H-D Kearny Mesa,619-810-1919,5555 Kearny Villa Rd,San Diego,CA,92123,USA
685,-122.401582,37.644292,San Francisco H-D,650-737-5467,333 Corey Way,South San Francisco,CA,94080,USA
686,-95.15666401013,29.655537027864998,San Jacinto H-D,281-975-0045,3636 E Sam Houston Pkwy S,Pasadena,TX,77505,USA
